"StoreID","IsHoliday","IsOpen","HasPromotions","StoreType","AssortmentType","NearestCompetitor","Region","NumberOfSales","Region_AreaKM2","Region_GDP","Region_PopulationK","Year","Month (number)","Week","Day of year","Day of month","Day of week (number)","ID"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,3,13,88,29,5,"90_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,3,13,89,30,6,"91_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,3,13,90,31,7,"92_Test"
"1001",0,0,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,14,91,1,1,"93_Test"
"1001",0,1,1,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,14,92,2,2,"94_Test"
"1001",0,1,1,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,14,93,3,3,"95_Test"
"1001",0,1,1,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,14,94,4,4,"96_Test"
"1001",0,1,1,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,14,95,5,5,"97_Test"
"1001",1,0,1,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,14,96,6,6,"98_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,14,97,7,7,"99_Test"
"1001",0,0,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,15,98,8,1,"100_Test"
"1001",1,0,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,15,99,9,2,"101_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,15,100,10,3,"102_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,15,101,11,4,"103_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,15,102,12,5,"104_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,15,103,13,6,"105_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,15,104,14,7,"106_Test"
"1001",0,0,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,16,105,15,1,"107_Test"
"1001",0,1,1,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,16,106,16,2,"108_Test"
"1001",0,1,1,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,16,107,17,3,"109_Test"
"1001",0,1,1,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,16,108,18,4,"110_Test"
"1001",0,1,1,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,16,109,19,5,"111_Test"
"1001",0,1,1,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,16,110,20,6,"112_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,16,111,21,7,"113_Test"
"1001",0,0,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,17,112,22,1,"114_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,17,113,23,2,"115_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,17,114,24,3,"116_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,17,115,25,4,"117_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,17,116,26,5,"118_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,17,117,27,6,"119_Test"
"1001",0,1,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,17,118,28,7,"120_Test"
"1001",0,0,0,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,18,119,29,1,"121_Test"
"1001",0,1,1,"Super Market","With Non-Food Department",16755,"0",,8410,10494,1892,2018,4,18,120,30,2,"122_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,9,60,1,5,"123_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,9,61,2,6,"124_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,9,62,3,7,"125_Test"
"1002",0,0,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,10,63,4,1,"126_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,10,64,5,2,"127_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,10,65,6,3,"128_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,10,66,7,4,"129_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,10,67,8,5,"130_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,10,68,9,6,"131_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,10,69,10,7,"132_Test"
"1002",0,0,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,11,70,11,1,"133_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,11,71,12,2,"134_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,11,72,13,3,"135_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,11,73,14,4,"136_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,11,74,15,5,"137_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,11,75,16,6,"138_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,11,76,17,7,"139_Test"
"1002",0,0,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,12,77,18,1,"140_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,12,78,19,2,"141_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,12,79,20,3,"142_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,12,80,21,4,"143_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,12,81,22,5,"144_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,12,82,23,6,"145_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,12,83,24,7,"146_Test"
"1002",0,0,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,13,84,25,1,"147_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,13,85,26,2,"148_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,13,86,27,3,"149_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,13,87,28,4,"150_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,13,88,29,5,"151_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,13,89,30,6,"152_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,3,13,90,31,7,"153_Test"
"1002",0,0,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,14,91,1,1,"154_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,14,92,2,2,"155_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,14,93,3,3,"156_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,14,94,4,4,"157_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,14,95,5,5,"158_Test"
"1002",1,0,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,14,96,6,6,"159_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,14,97,7,7,"160_Test"
"1002",0,0,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,15,98,8,1,"161_Test"
"1002",1,0,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,15,99,9,2,"162_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,15,100,10,3,"163_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,15,101,11,4,"164_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,15,102,12,5,"165_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,15,103,13,6,"166_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,15,104,14,7,"167_Test"
"1002",0,0,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,16,105,15,1,"168_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,16,106,16,2,"169_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,16,107,17,3,"170_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,16,108,18,4,"171_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,16,109,19,5,"172_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,16,110,20,6,"173_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,16,111,21,7,"174_Test"
"1002",0,0,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,17,112,22,1,"175_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,17,113,23,2,"176_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,17,114,24,3,"177_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,17,115,25,4,"178_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,17,116,26,5,"179_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,17,117,27,6,"180_Test"
"1002",0,1,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,17,118,28,7,"181_Test"
"1002",0,0,0,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,18,119,29,1,"182_Test"
"1002",0,1,1,"Hyper Market","General",370,"3",,407,13155,1584,2018,4,18,120,30,2,"183_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,9,60,1,5,"184_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,9,61,2,6,"185_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,9,62,3,7,"186_Test"
"1003",0,0,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,10,63,4,1,"187_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,10,64,5,2,"188_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,10,65,6,3,"189_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,10,66,7,4,"190_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,10,67,8,5,"191_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,10,68,9,6,"192_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,10,69,10,7,"193_Test"
"1003",0,0,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,11,70,11,1,"194_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,11,71,12,2,"195_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,11,72,13,3,"196_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,11,73,14,4,"197_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,11,74,15,5,"198_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,11,75,16,6,"199_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,11,76,17,7,"200_Test"
"1003",0,0,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,12,77,18,1,"201_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,12,78,19,2,"202_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,12,79,20,3,"203_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,12,80,21,4,"204_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,12,81,22,5,"205_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,12,82,23,6,"206_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,12,83,24,7,"207_Test"
"1003",0,0,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,13,84,25,1,"208_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,13,85,26,2,"209_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,13,86,27,3,"210_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,13,87,28,4,"211_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,13,88,29,5,"212_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,13,89,30,6,"213_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,3,13,90,31,7,"214_Test"
"1003",0,0,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,14,91,1,1,"215_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,14,92,2,2,"216_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,14,93,3,3,"217_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,14,94,4,4,"218_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,14,95,5,5,"219_Test"
"1003",1,0,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,14,96,6,6,"220_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,14,97,7,7,"221_Test"
"1003",0,0,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,15,98,8,1,"222_Test"
"1003",1,0,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,15,99,9,2,"223_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,15,100,10,3,"224_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,15,101,11,4,"225_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,15,102,12,5,"226_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,15,103,13,6,"227_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,15,104,14,7,"228_Test"
"1003",0,0,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,16,105,15,1,"229_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,16,106,16,2,"230_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,16,107,17,3,"231_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,16,108,18,4,"232_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,16,109,19,5,"233_Test"
"1003",0,1,1,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,16,110,20,6,"234_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,16,111,21,7,"235_Test"
"1003",0,0,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,17,112,22,1,"236_Test"
"1003",0,1,0,"Standard Market","With Non-Food Department",15908,"7",,9643,17130,2770,2018,4,17,113,23,2,"237_Test"
