StoreID,Date,IsHoliday,IsOpen,HasPromotions,StoreType,AssortmentType,NearestCompetitor,Region,NumberOfCustomers,NumberOfSales,Region_AreaKM2,Region_GDP,Region_PopulationK,CloudCover,Events,Max_Dew_PointC,Max_Gust_SpeedKm_h,Max_Humidity,Max_Sea_Level_PressurehPa,Max_TemperatureC,Max_VisibilityKm,Max_Wind_SpeedKm_h,Mean_Dew_PointC,Mean_Humidity,Mean_Sea_Level_PressurehPa,Mean_TemperatureC,Mean_VisibilityKm,Mean_Wind_SpeedKm_h,Min_Dew_PointC,Min_Humidity,Min_Sea_Level_PressurehPa,Min_TemperatureC,Min_VisibilitykM,Precipitationmm,WindDirDegrees
1000,15/03/2016,0,1,0,Hyper Market,General,326,7,429,4738,9643,17130,2770,7.0,Fog-Rain-Snow,-3,48.0,100,1004,-3,8.0,29,-4,92,1001,-4,3.0,23,-6,81,999,-4,0.0,5.08,26
1000,16/03/2016,0,1,0,Hyper Market,General,326,7,546,6014,9643,17130,2770,5.0,Snow,-6,,86,1010,0,31.0,21,-8,70,1005,-3,12.0,13,-9,40,1002,-6,6.0,0.0,27
1000,17/03/2016,0,1,0,Hyper Market,General,326,7,509,6087,9643,17130,2770,4.0,Snow,-2,,93,1014,2,26.0,21,-7,78,1011,-4,10.0,5,-12,51,1009,-11,6.0,0.51,272
1000,18/03/2016,0,1,0,Hyper Market,General,326,7,569,6962,9643,17130,2770,2.0,Snow,-6,,80,1019,2,31.0,19,-9,56,1016,-3,17.0,10,-11,35,1014,-8,10.0,0.0,218
1000,19/03/2016,0,1,0,Hyper Market,General,326,7,580,6618,9643,17130,2770,,,-6,34.0,74,1018,8,31.0,23,-8,44,1013,3,27.0,6,-12,13,1008,-2,19.0,0.0,138
1000,20/03/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,7.0,Rain-Snow,5,,100,1009,5,31.0,21,0,83,1002,2,7.0,11,-7,34,996,0,0.0,6.1,86
1000,21/03/2016,0,1,1,Hyper Market,General,326,7,694,9183,9643,17130,2770,6.0,Fog,6,34.0,100,997,8,31.0,14,2,77,995,4,11.0,10,-4,28,993,1,3.0,0.0,190
1000,22/03/2016,0,1,1,Hyper Market,General,326,7,643,8155,9643,17130,2770,4.0,Fog-Rain,4,53.0,100,1003,9,23.0,35,2,82,999,3,10.0,13,-2,47,995,-2,5.0,0.0,211
1000,23/03/2016,0,1,1,Hyper Market,General,326,7,541,7109,9643,17130,2770,6.0,Rain,6,52.0,100,1012,9,31.0,32,3,89,1004,5,10.0,10,-1,58,1001,1,6.0,5.08,191
1000,24/03/2016,0,1,1,Hyper Market,General,326,7,626,8041,9643,17130,2770,6.0,Rain-Snow,0,,87,1020,5,27.0,21,-2,71,1017,3,11.0,11,-4,51,1012,1,8.0,0.0,331
1000,25/03/2016,0,1,1,Hyper Market,General,326,7,625,7890,9643,17130,2770,5.0,,-1,,93,1020,7,31.0,34,-3,61,1016,3,12.0,14,-6,31,1014,-1,5.0,0.0,59
1000,26/03/2016,0,1,0,Hyper Market,General,326,7,511,6005,9643,17130,2770,7.0,,-5,,64,1016,3,31.0,34,-7,52,1015,1,14.0,23,-10,34,1014,-1,10.0,0.0,67
1000,27/03/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,8.0,,-10,60.0,48,1016,6,31.0,35,-12,34,1013,2,28.0,24,-14,13,1011,-2,26.0,0.0,59
1000,28/03/2016,0,1,1,Hyper Market,General,326,7,637,8550,9643,17130,2770,6.0,,-8,,59,1014,3,31.0,32,-10,42,1012,0,17.0,24,-12,24,1011,-3,10.0,0.0,41
1000,29/03/2016,0,1,1,Hyper Market,General,326,7,652,8589,9643,17130,2770,6.0,,-9,42.0,59,1013,4,31.0,29,-10,43,1011,1,20.0,21,-12,17,1009,-3,10.0,0.0,36
1000,30/03/2016,0,1,1,Hyper Market,General,326,7,675,9055,9643,17130,2770,3.0,,-8,34.0,60,1013,6,31.0,24,-9,44,1010,1,19.0,13,-10,20,1008,-3,10.0,0.0,72
1000,31/03/2016,0,1,1,Hyper Market,General,326,7,846,11907,9643,17130,2770,6.0,Rain-Snow,-1,35.0,87,1011,6,26.0,21,-4,60,1008,2,12.0,13,-8,36,1005,-2,2.0,0.0,32
1000,01/04/2016,1,0,1,Hyper Market,General,326,7,0,0,9643,17130,2770,6.0,Fog-Rain-Snow,0,,100,1009,4,11.0,14,-2,78,1008,1,7.0,6,-3,52,1006,-2,2.0,0.0,231
1000,02/04/2016,0,1,0,Hyper Market,General,326,7,851,11129,9643,17130,2770,6.0,,-2,,87,1009,6,11.0,21,-3,64,1006,2,8.0,13,-6,34,1005,-1,5.0,0.0,25
1000,03/04/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,5.0,Snow,-2,,81,1013,4,19.0,24,-4,61,1011,2,11.0,16,-8,30,1008,-1,6.0,0.0,21
1000,04/04/2016,1,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,2.0,,-4,,86,1013,7,31.0,24,-6,56,1010,1,15.0,14,-8,24,1008,-4,10.0,0.0,41
1000,05/04/2016,0,1,0,Hyper Market,General,326,7,638,6981,9643,17130,2770,1.0,,-5,45.0,65,1013,8,31.0,35,-7,49,1010,3,20.0,18,-8,22,1009,-2,10.0,0.0,39
1000,06/04/2016,0,1,0,Hyper Market,General,326,7,512,5222,9643,17130,2770,6.0,Rain,-4,,70,1015,7,19.0,29,-5,53,1013,3,12.0,19,-7,29,1013,1,10.0,0.0,42
1000,07/04/2016,0,1,0,Hyper Market,General,326,7,574,6509,9643,17130,2770,7.0,,-2,,70,1014,10,18.0,32,-4,52,1010,6,12.0,16,-6,28,1008,1,10.0,0.0,53
1000,08/04/2016,0,1,0,Hyper Market,General,326,7,529,6270,9643,17130,2770,7.0,,-2,,75,1013,4,18.0,24,-3,63,1009,2,11.0,16,-3,50,1007,1,10.0,0.0,34
1000,09/04/2016,0,1,0,Hyper Market,General,326,7,562,6790,9643,17130,2770,7.0,Rain,2,,87,1022,6,23.0,23,-1,69,1017,4,12.0,13,-2,50,1013,2,10.0,0.0,26
1000,10/04/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,4.0,Fog-Rain,0,,100,1024,9,31.0,19,-4,61,1020,3,14.0,8,-7,19,1016,-3,8.0,0.0,43
1000,11/04/2016,0,1,1,Hyper Market,General,326,7,702,9185,9643,17130,2770,7.0,Rain,4,37.0,87,1017,11,31.0,27,-2,59,1008,4,16.0,11,-6,28,1004,-2,10.0,0.0,97
1000,12/04/2016,0,1,1,Hyper Market,General,326,7,661,8948,9643,17130,2770,6.0,Rain,7,47.0,100,1005,11,31.0,24,5,85,1003,8,12.0,10,3,52,1001,4,8.0,0.51,180
1000,13/04/2016,0,1,1,Hyper Market,General,326,7,604,7995,9643,17130,2770,6.0,Rain,9,32.0,100,1010,12,26.0,35,7,85,1006,9,11.0,14,4,59,1002,6,8.0,2.03,205
1000,14/04/2016,0,1,1,Hyper Market,General,326,7,620,7515,9643,17130,2770,6.0,Rain,13,55.0,100,1010,18,31.0,34,9,86,1003,12,12.0,13,4,55,1000,7,7.0,6.1,186
1000,15/04/2016,0,1,1,Hyper Market,General,326,7,645,8010,9643,17130,2770,6.0,Rain-Thunderstorm,11,64.0,100,1009,16,31.0,37,7,78,1004,12,10.0,13,4,37,1000,8,4.0,7.87,218
1000,16/04/2016,0,1,0,Hyper Market,General,326,7,583,6628,9643,17130,2770,4.0,Rain-Hail,9,50.0,87,1023,15,31.0,32,6,67,1017,11,11.0,21,3,36,1010,8,10.0,0.51,221
1000,17/04/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,6.0,Rain,8,,82,1026,22,10.0,14,6,55,1024,16,10.0,5,4,26,1021,8,10.0,0.0,182
1000,18/04/2016,0,1,0,Hyper Market,General,326,7,615,6315,9643,17130,2770,6.0,Fog-Rain,13,,82,1022,24,10.0,16,8,55,1020,17,10.0,8,6,22,1018,10,10.0,0.0,312
1000,19/04/2016,0,1,0,Hyper Market,General,326,7,596,6290,9643,17130,2770,6.0,Rain,14,37.0,100,1022,22,31.0,26,11,62,1020,18,10.0,8,6,27,1018,14,6.0,0.25,250
1000,20/04/2016,0,1,0,Hyper Market,General,326,7,562,5899,9643,17130,2770,6.0,Rain,9,39.0,63,1024,23,31.0,14,8,48,1022,19,16.0,8,7,27,1017,15,10.0,0.0,198
1000,21/04/2016,0,1,0,Hyper Market,General,326,7,573,6296,9643,17130,2770,4.0,,11,50.0,88,1020,22,31.0,32,8,54,1017,17,14.0,13,2,27,1014,11,10.0,0.0,239
1000,22/04/2016,0,1,0,Hyper Market,General,326,7,567,6327,9643,17130,2770,7.0,Rain,5,,67,1026,14,10.0,21,1,42,1023,12,10.0,11,-3,20,1020,11,10.0,0.0,268
1000,23/04/2016,0,1,0,Hyper Market,General,326,7,554,6343,9643,17130,2770,7.0,Rain,4,50.0,76,1029,12,31.0,35,1,51,1026,10,12.0,23,-3,25,1024,8,10.0,0.0,28
1000,24/04/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,7.0,,6,,62,1025,15,31.0,24,2,50,1019,12,13.0,16,-2,32,1015,8,10.0,0.0,347
1000,25/04/2016,0,1,1,Hyper Market,General,326,7,701,8430,9643,17130,2770,6.0,,5,,67,1018,17,27.0,14,4,51,1016,13,17.0,8,3,28,1015,10,10.0,0.0,236
1000,26/04/2016,0,1,1,Hyper Market,General,326,7,643,8426,9643,17130,2770,6.0,,8,39.0,81,1024,19,31.0,26,4,51,1021,13,18.0,10,1,25,1018,8,10.0,0.0,223
1000,27/04/2016,0,1,1,Hyper Market,General,326,7,612,7356,9643,17130,2770,5.0,,9,,93,1028,22,31.0,19,7,61,1026,14,18.0,6,6,24,1024,6,10.0,0.0,216
1000,28/04/2016,0,1,1,Hyper Market,General,326,7,614,7067,9643,17130,2770,3.0,Fog,10,32.0,87,1026,26,31.0,19,7,53,1023,18,17.0,5,5,18,1018,9,10.0,0.0,202
1000,29/04/2016,0,1,1,Hyper Market,General,326,7,562,6768,9643,17130,2770,6.0,Rain,15,47.0,100,1018,20,31.0,19,11,79,1011,14,11.0,8,7,47,1006,9,5.0,9.91,212
1000,30/04/2016,0,1,0,Hyper Market,General,326,7,496,5709,9643,17130,2770,7.0,Rain,9,,100,1011,7,31.0,26,6,88,1008,6,13.0,18,3,72,1006,6,10.0,3.05,10
1000,01/05/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,6.0,Rain,6,,93,1017,11,26.0,23,4,77,1015,8,12.0,14,4,57,1011,6,10.0,0.0,58
1000,02/05/2016,0,1,1,Hyper Market,General,326,7,705,8749,9643,17130,2770,6.0,,7,39.0,93,1021,16,26.0,23,5,66,1017,12,13.0,10,2,29,1016,8,10.0,0.0,207
1000,03/05/2016,0,1,1,Hyper Market,General,326,7,822,11503,9643,17130,2770,8.0,Rain,9,,100,1024,13,31.0,19,6,71,1021,10,14.0,11,3,43,1020,7,10.0,2.03,28
1000,04/05/2016,1,0,1,Hyper Market,General,326,7,0,0,9643,17130,2770,6.0,Rain,10,,100,1024,18,31.0,21,8,73,1021,13,12.0,13,7,46,1018,8,8.0,0.0,40
1000,05/05/2016,0,1,1,Hyper Market,General,326,7,795,10315,9643,17130,2770,4.0,Rain,9,,82,1020,17,26.0,27,9,68,1019,14,13.0,13,8,49,1018,11,10.0,0.0,38
1000,06/05/2016,0,1,1,Hyper Market,General,326,7,780,10059,9643,17130,2770,6.0,Rain,11,,94,1019,18,31.0,16,9,67,1016,14,13.0,11,8,41,1014,9,6.0,0.0,35
1000,07/05/2016,0,1,0,Hyper Market,General,326,7,597,6967,9643,17130,2770,6.0,Fog-Rain-Thunderstorm,13,34.0,100,1021,17,26.0,21,11,81,1018,14,11.0,8,9,57,1016,11,6.0,0.25,201
1000,08/05/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,2.0,Fog,12,,100,1024,22,31.0,13,8,68,1022,13,9.0,5,3,20,1021,6,0.0,0.0,68
1000,09/05/2016,0,1,0,Hyper Market,General,326,7,666,7308,9643,17130,2770,4.0,,11,,93,1022,23,31.0,21,8,58,1018,16,20.0,10,7,27,1015,8,10.0,0.0,34
1000,10/05/2016,0,1,0,Hyper Market,General,326,7,624,7378,9643,17130,2770,5.0,Fog-Rain,16,,100,1016,19,31.0,14,12,82,1015,15,11.0,6,10,54,1013,11,5.0,2.03,144
1000,11/05/2016,0,1,0,Hyper Market,General,326,7,667,7616,9643,17130,2770,3.0,Fog-Rain,13,,100,1015,23,27.0,21,11,69,1013,16,12.0,6,9,33,1011,9,6.0,0.25,204
1000,12/05/2016,1,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,5.0,Rain,15,42.0,100,1015,21,31.0,26,13,75,1013,17,12.0,13,11,43,1012,14,10.0,2.03,212
1000,13/05/2016,0,1,0,Hyper Market,General,326,7,684,8342,9643,17130,2770,6.0,Rain,12,50.0,82,1018,17,10.0,29,7,59,1015,14,10.0,16,4,32,1013,11,10.0,0.0,231
1000,14/05/2016,0,1,0,Hyper Market,General,326,7,570,6530,9643,17130,2770,6.0,Rain,12,37.0,100,1019,17,19.0,35,8,73,1016,14,10.0,13,5,41,1014,11,8.0,2.03,214
1000,15/05/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,5.0,Rain,9,,94,1020,14,27.0,34,6,70,1016,11,11.0,13,0,28,1013,8,10.0,2.03,232
1000,16/05/2016,0,1,1,Hyper Market,General,326,7,703,8977,9643,17130,2770,6.0,Rain,12,48.0,100,1020,13,26.0,27,9,90,1017,11,10.0,13,6,74,1014,8,6.0,4.06,194
1000,17/05/2016,0,1,1,Hyper Market,General,326,7,689,8784,9643,17130,2770,6.0,,10,39.0,94,1015,18,31.0,26,8,70,1011,14,13.0,13,6,42,1005,10,10.0,0.0,186
1000,18/05/2016,0,1,1,Hyper Market,General,326,7,626,7931,9643,17130,2770,6.0,Rain,11,,94,1005,20,31.0,34,9,71,1002,14,13.0,10,7,38,1001,8,10.0,0.0,176
1000,19/05/2016,0,1,1,Hyper Market,General,326,7,651,7916,9643,17130,2770,7.0,Rain,15,,100,1003,18,31.0,16,12,80,998,14,12.0,8,9,60,996,11,10.0,1.02,57
1000,20/05/2016,0,1,1,Hyper Market,General,326,7,604,7603,9643,17130,2770,6.0,Rain,13,,100,1006,14,31.0,23,11,87,1000,12,11.0,11,9,74,997,11,3.0,0.0,248
1000,21/05/2016,0,1,0,Hyper Market,General,326,7,561,6755,9643,17130,2770,6.0,,9,,94,1009,20,26.0,24,8,66,1008,15,12.0,11,5,29,1006,10,10.0,0.0,239
1000,22/05/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,6.0,Rain,12,52.0,100,1009,21,31.0,32,9,75,1007,16,10.0,18,8,45,1005,10,5.0,5.08,92
1000,23/05/2016,1,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,6.0,Rain,11,60.0,100,1013,14,31.0,32,9,83,1010,12,12.0,21,7,54,1008,9,10.0,1.02,202
1000,24/05/2016,0,1,0,Hyper Market,General,326,7,636,7271,9643,17130,2770,6.0,Rain,12,37.0,100,1013,15,26.0,19,9,82,1011,12,11.0,13,7,59,1009,9,5.0,0.25,199
1000,25/05/2016,0,1,0,Hyper Market,General,326,7,531,5905,9643,17130,2770,6.0,Rain,12,39.0,100,1015,11,31.0,29,7,80,1011,10,12.0,14,5,59,1008,9,10.0,4.06,285
1000,26/05/2016,0,1,0,Hyper Market,General,326,7,512,5812,9643,17130,2770,6.0,Fog-Rain-Thunderstorm,7,37.0,93,1014,12,31.0,29,6,82,1009,9,12.0,11,3,63,1006,6,6.0,6.1,229
1000,27/05/2016,0,1,0,Hyper Market,General,326,7,534,6237,9643,17130,2770,5.0,Fog-Rain,4,,93,1013,12,31.0,19,2,70,1011,8,13.0,8,-3,26,1010,3,10.0,0.0,214
1000,28/05/2016,0,1,0,Hyper Market,General,326,7,521,5785,9643,17130,2770,5.0,Fog-Rain,8,,100,1014,14,31.0,21,3,70,1013,8,13.0,6,1,34,1012,1,10.0,0.25,323
1000,29/05/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,7.0,Rain,10,,100,1014,11,23.0,27,7,92,1011,9,11.0,16,5,77,1010,7,8.0,18.03,240
1000,30/05/2016,0,1,1,Hyper Market,General,326,7,630,8495,9643,17130,2770,6.0,Rain,9,42.0,94,1011,19,31.0,26,7,69,1010,13,12.0,18,3,26,1008,8,10.0,0.51,226
1000,31/05/2016,0,1,1,Hyper Market,General,326,7,681,8908,9643,17130,2770,1.0,Fog,11,27.0,100,1009,22,31.0,29,8,62,1004,14,14.0,6,4,22,1000,7,10.0,0.0,71
1000,01/06/2016,0,1,1,Hyper Market,General,326,7,681,8878,9643,17130,2770,7.0,Fog-Rain,11,,100,1006,12,19.0,27,9,86,1002,10,11.0,18,7,65,1000,8,6.0,5.08,231
1000,02/06/2016,1,0,1,Hyper Market,General,326,7,0,0,9643,17130,2770,6.0,Fog-Rain,9,,100,1008,18,18.0,14,7,71,1007,13,9.0,8,5,35,1006,8,5.0,3.05,253
1000,03/06/2016,0,1,1,Hyper Market,General,326,7,821,11960,9643,17130,2770,7.0,Rain,13,61.0,94,1007,18,31.0,42,11,77,1004,14,12.0,19,8,51,1001,11,6.0,4.06,327
1000,04/06/2016,0,1,0,Hyper Market,General,326,7,613,7600,9643,17130,2770,6.0,Rain,12,52.0,94,1017,17,31.0,34,11,77,1012,14,12.0,21,9,57,1007,13,10.0,0.0,310
1000,05/06/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,6.0,,9,42.0,77,1025,18,26.0,23,5,54,1021,13,11.0,16,1,27,1018,9,10.0,0.0,330
1000,06/06/2016,0,1,1,Hyper Market,General,326,7,744,9915,9643,17130,2770,5.0,,6,34.0,66,1027,18,10.0,23,3,47,1025,13,10.0,13,2,23,1023,9,10.0,0.0,14
1000,07/06/2016,0,1,1,Hyper Market,General,326,7,671,8727,9643,17130,2770,1.0,,10,,71,1024,21,10.0,23,7,54,1021,15,10.0,16,4,29,1018,9,10.0,0.0,24
1000,08/06/2016,0,1,1,Hyper Market,General,326,7,658,8104,9643,17130,2770,3.0,Fog,13,,94,1020,23,31.0,19,10,61,1018,17,13.0,10,7,34,1017,10,10.0,0.0,63
1000,09/06/2016,0,1,1,Hyper Market,General,326,7,651,7924,9643,17130,2770,1.0,,10,,76,1021,25,10.0,16,8,48,1019,18,10.0,11,4,20,1018,11,10.0,0.0,32
1000,10/06/2016,0,1,1,Hyper Market,General,326,7,633,7641,9643,17130,2770,1.0,,14,,88,1021,26,31.0,23,12,57,1019,19,13.0,10,9,27,1017,12,10.0,0.0,45
1000,11/06/2016,0,1,0,Hyper Market,General,326,7,548,6092,9643,17130,2770,3.0,Fog-Rain-Hail-Thunderstorm,19,,100,1019,26,31.0,23,14,69,1015,20,15.0,10,12,34,1011,14,5.0,35.05,51
1000,12/06/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,5.0,Fog-Rain-Thunderstorm,16,,100,1012,21,31.0,21,14,83,1010,17,13.0,10,13,57,1008,14,2.0,9.91,10
1000,13/06/2016,0,1,0,Hyper Market,General,326,7,626,7211,9643,17130,2770,6.0,Fog-Rain,15,,100,1015,20,31.0,21,13,81,1010,17,12.0,10,11,59,1008,13,7.0,2.03,354
1000,14/06/2016,0,1,0,Hyper Market,General,326,7,558,6023,9643,17130,2770,5.0,Rain,14,,100,1019,22,26.0,14,11,68,1017,18,9.0,6,6,26,1015,13,6.0,0.0,230
1000,15/06/2016,0,1,0,Hyper Market,General,326,7,564,6428,9643,17130,2770,6.0,Rain,15,29.0,100,1021,23,31.0,18,13,73,1019,17,14.0,6,10,49,1018,11,10.0,0.0,183
1000,16/06/2016,0,1,0,Hyper Market,General,326,7,583,6262,9643,17130,2770,6.0,Rain,17,63.0,100,1019,27,10.0,34,15,68,1016,21,10.0,11,11,34,1011,14,10.0,7.11,215
1000,17/06/2016,0,1,0,Hyper Market,General,326,7,630,6402,9643,17130,2770,4.0,Rain,13,,100,1023,19,31.0,23,9,68,1020,15,11.0,13,6,34,1017,11,10.0,0.0,188
1000,18/06/2016,0,1,0,Hyper Market,General,326,7,665,6780,9643,17130,2770,6.0,,14,,94,1018,22,10.0,32,11,66,1015,17,10.0,13,8,36,1014,11,10.0,0.0,223
1000,19/06/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,5.0,Fog,11,37.0,88,1018,24,10.0,18,9,56,1016,18,10.0,10,7,23,1014,11,10.0,0.0,209
1000,20/06/2016,0,1,1,Hyper Market,General,326,7,767,8518,9643,17130,2770,5.0,Rain,20,,78,1015,32,10.0,16,14,54,1013,23,10.0,10,10,28,1010,15,10.0,0.0,50
1000,21/06/2016,0,1,1,Hyper Market,General,326,7,723,7965,9643,17130,2770,1.0,,20,,94,1016,33,31.0,21,18,61,1014,26,25.0,6,16,26,1012,19,10.0,0.0,31
1000,22/06/2016,0,1,1,Hyper Market,General,326,7,658,6961,9643,17130,2770,,Rain,21,34.0,74,1015,35,31.0,21,19,53,1011,29,31.0,13,16,24,1008,22,31.0,0.0,46
1000,23/06/2016,0,1,1,Hyper Market,General,326,7,628,6712,9643,17130,2770,4.0,Rain-Thunderstorm,22,85.0,100,1014,27,31.0,58,19,71,1011,21,11.0,11,14,48,1009,16,6.0,7.87,302
1000,24/06/2016,0,1,1,Hyper Market,General,326,7,690,8111,9643,17130,2770,4.0,Rain-Thunderstorm,16,48.0,100,1018,23,31.0,34,13,70,1015,19,11.0,21,10,40,1012,15,10.0,0.0,212
1000,25/06/2016,0,1,0,Hyper Market,General,326,7,630,6336,9643,17130,2770,4.0,Rain,14,39.0,94,1019,23,31.0,29,12,68,1016,18,10.0,14,11,40,1013,13,10.0,0.0,207
1000,26/06/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,5.0,Rain,13,58.0,82,1017,21,10.0,39,10,59,1014,18,10.0,23,7,34,1013,15,10.0,0.0,216
1000,27/06/2016,0,1,0,Hyper Market,General,326,7,624,7074,9643,17130,2770,6.0,Rain,11,,82,1023,19,19.0,32,10,67,1020,16,10.0,16,9,45,1017,13,10.0,0.0,254
1000,28/06/2016,0,1,0,Hyper Market,General,326,7,527,6082,9643,17130,2770,6.0,Rain,11,,88,1027,18,31.0,26,9,67,1025,15,11.0,14,4,40,1023,12,10.0,0.0,311
1000,29/06/2016,0,1,0,Hyper Market,General,326,7,530,6409,9643,17130,2770,6.0,,8,35.0,76,1029,17,10.0,21,6,58,1028,13,10.0,10,4,34,1027,9,10.0,0.0,300
1000,30/06/2016,0,1,0,Hyper Market,General,326,7,591,7044,9643,17130,2770,6.0,Rain,12,26.0,94,1027,16,26.0,14,10,83,1024,13,10.0,6,8,58,1022,11,8.0,4.06,186
1000,01/07/2016,0,1,0,Hyper Market,General,326,7,665,9070,9643,17130,2770,6.0,Fog-Rain,11,27.0,100,1023,18,31.0,16,9,72,1021,14,12.0,8,7,43,1020,10,10.0,0.0,218
1000,02/07/2016,0,1,0,Hyper Market,General,326,7,628,8332,9643,17130,2770,6.0,Rain,17,48.0,100,1024,21,31.0,29,12,74,1019,17,10.0,14,8,42,1015,13,5.0,5.08,254
1000,03/07/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,4.0,,11,34.0,100,1025,21,26.0,19,8,62,1023,14,12.0,6,5,31,1021,7,10.0,0.0,252
1000,04/07/2016,0,1,1,Hyper Market,General,326,7,730,8876,9643,17130,2770,5.0,,14,42.0,94,1022,25,31.0,19,12,64,1019,18,12.0,8,9,31,1015,11,10.0,0.0,205
1000,05/07/2016,0,1,1,Hyper Market,General,326,7,690,8923,9643,17130,2770,6.0,Fog,14,27.0,88,1017,26,31.0,19,13,60,1015,20,11.0,8,10,27,1012,14,10.0,0.0,204
1000,06/07/2016,0,1,1,Hyper Market,General,326,7,666,9330,9643,17130,2770,7.0,Rain-Thunderstorm,18,39.0,100,1016,19,31.0,23,16,85,1011,18,13.0,10,13,60,1009,17,10.0,6.1,207
1000,07/07/2016,0,1,1,Hyper Market,General,326,7,717,9379,9643,17130,2770,5.0,Fog-Rain,17,,100,1025,25,31.0,21,14,73,1020,20,11.0,6,12,36,1016,16,10.0,0.0,241
