StoreID,Date,IsHoliday,IsOpen,HasPromotions,StoreType,AssortmentType,NearestCompetitor,Region,NumberOfCustomers,NumberOfSales,Region_AreaKM2,Region_GDP,Region_PopulationK,CloudCover,Events,Max_Dew_PointC,Max_Gust_SpeedKm_h,Max_Humidity,Max_Sea_Level_PressurehPa,Max_TemperatureC,Max_VisibilityKm,Max_Wind_SpeedKm_h,Mean_Dew_PointC,Mean_Humidity,Mean_Sea_Level_PressurehPa,Mean_TemperatureC,Mean_VisibilityKm,Mean_Wind_SpeedKm_h,Min_Dew_PointC,Min_Humidity,Min_Sea_Level_PressurehPa,Min_TemperatureC,Min_VisibilitykM,Precipitationmm,WindDirDegrees
1000,23/04/2016,0,1,0,Hyper Market,General,326,7,554,6343,9643,17130,2770,7,Rain,4,50,76,1029,12,31,35,1,51,1026,10,12,23,-3,25,1024,8,10,0,28
1000,24/04/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,7,,6,,62,1025,15,31,24,2,50,1019,12,13,16,-2,32,1015,8,10,0,347
1000,25/04/2016,0,1,1,Hyper Market,General,326,7,701,8430,9643,17130,2770,6,,5,,67,1018,17,27,14,4,51,1016,13,17,8,3,28,1015,10,10,0,236
1000,26/04/2016,0,1,1,Hyper Market,General,326,7,643,8426,9643,17130,2770,6,,8,39,81,1024,19,31,26,4,51,1021,13,18,10,1,25,1018,8,10,0,223
1000,27/04/2016,0,1,1,Hyper Market,General,326,7,612,7356,9643,17130,2770,5,,9,,93,1028,22,31,19,7,61,1026,14,18,6,6,24,1024,6,10,0,216
1000,28/04/2016,0,1,1,Hyper Market,General,326,7,614,7067,9643,17130,2770,3,Fog,10,32,87,1026,26,31,19,7,53,1023,18,17,5,5,18,1018,9,10,0,202
1000,29/04/2016,0,1,1,Hyper Market,General,326,7,562,6768,9643,17130,2770,6,Rain,15,47,100,1018,20,31,19,11,79,1011,14,11,8,7,47,1006,9,5,"9,91",212
1000,30/04/2016,0,1,0,Hyper Market,General,326,7,496,5709,9643,17130,2770,7,Rain,9,,100,1011,7,31,26,6,88,1008,6,13,18,3,72,1006,6,10,"3,05",10
1000,01/05/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,6,Rain,6,,93,1017,11,26,23,4,77,1015,8,12,14,4,57,1011,6,10,0,58
1000,02/05/2016,0,1,1,Hyper Market,General,326,7,705,8749,9643,17130,2770,6,,7,39,93,1021,16,26,23,5,66,1017,12,13,10,2,29,1016,8,10,0,207
1000,03/05/2016,0,1,1,Hyper Market,General,326,7,822,11503,9643,17130,2770,8,Rain,9,,100,1024,13,31,19,6,71,1021,10,14,11,3,43,1020,7,10,"2,03",28
1000,04/05/2016,1,0,1,Hyper Market,General,326,7,0,0,9643,17130,2770,6,Rain,10,,100,1024,18,31,21,8,73,1021,13,12,13,7,46,1018,8,8,0,40
1000,05/05/2016,0,1,1,Hyper Market,General,326,7,795,10315,9643,17130,2770,4,Rain,9,,82,1020,17,26,27,9,68,1019,14,13,13,8,49,1018,11,10,0,38
1000,06/05/2016,0,1,1,Hyper Market,General,326,7,780,10059,9643,17130,2770,6,Rain,11,,94,1019,18,31,16,9,67,1016,14,13,11,8,41,1014,9,6,0,35
1000,07/05/2016,0,1,0,Hyper Market,General,326,7,597,6967,9643,17130,2770,6,Fog-Rain-Thunderstorm,13,34,100,1021,17,26,21,11,81,1018,14,11,8,9,57,1016,11,6,"0,25",201
1000,08/05/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,2,Fog,12,,100,1024,22,31,13,8,68,1022,13,9,5,3,20,1021,6,0,0,68
1000,09/05/2016,0,1,0,Hyper Market,General,326,7,666,7308,9643,17130,2770,4,,11,,93,1022,23,31,21,8,58,1018,16,20,10,7,27,1015,8,10,0,34
1000,10/05/2016,0,1,0,Hyper Market,General,326,7,624,7378,9643,17130,2770,5,Fog-Rain,16,,100,1016,19,31,14,12,82,1015,15,11,6,10,54,1013,11,5,"2,03",144
1000,11/05/2016,0,1,0,Hyper Market,General,326,7,667,7616,9643,17130,2770,3,Fog-Rain,13,,100,1015,23,27,21,11,69,1013,16,12,6,9,33,1011,9,6,"0,25",204
1000,12/05/2016,1,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,5,Rain,15,42,100,1015,21,31,26,13,75,1013,17,12,13,11,43,1012,14,10,"2,03",212
1000,13/05/2016,0,1,0,Hyper Market,General,326,7,684,8342,9643,17130,2770,6,Rain,12,50,82,1018,17,10,29,7,59,1015,14,10,16,4,32,1013,11,10,0,231
1000,14/05/2016,0,1,0,Hyper Market,General,326,7,570,6530,9643,17130,2770,6,Rain,12,37,100,1019,17,19,35,8,73,1016,14,10,13,5,41,1014,11,8,"2,03",214
1000,15/05/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,5,Rain,9,,94,1020,14,27,34,6,70,1016,11,11,13,0,28,1013,8,10,"2,03",232
1000,16/05/2016,0,1,1,Hyper Market,General,326,7,703,8977,9643,17130,2770,6,Rain,12,48,100,1020,13,26,27,9,90,1017,11,10,13,6,74,1014,8,6,"4,06",194
1000,17/05/2016,0,1,1,Hyper Market,General,326,7,689,8784,9643,17130,2770,6,,10,39,94,1015,18,31,26,8,70,1011,14,13,13,6,42,1005,10,10,0,186
1000,18/05/2016,0,1,1,Hyper Market,General,326,7,626,7931,9643,17130,2770,6,Rain,11,,94,1005,20,31,34,9,71,1002,14,13,10,7,38,1001,8,10,0,176
1000,19/05/2016,0,1,1,Hyper Market,General,326,7,651,7916,9643,17130,2770,7,Rain,15,,100,1003,18,31,16,12,80,998,14,12,8,9,60,996,11,10,"1,02",57
1000,20/05/2016,0,1,1,Hyper Market,General,326,7,604,7603,9643,17130,2770,6,Rain,13,,100,1006,14,31,23,11,87,1000,12,11,11,9,74,997,11,3,0,248
1000,21/05/2016,0,1,0,Hyper Market,General,326,7,561,6755,9643,17130,2770,6,,9,,94,1009,20,26,24,8,66,1008,15,12,11,5,29,1006,10,10,0,239
1000,22/05/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,6,Rain,12,52,100,1009,21,31,32,9,75,1007,16,10,18,8,45,1005,10,5,"5,08",92
1000,23/05/2016,1,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,6,Rain,11,60,100,1013,14,31,32,9,83,1010,12,12,21,7,54,1008,9,10,"1,02",202
1000,24/05/2016,0,1,0,Hyper Market,General,326,7,636,7271,9643,17130,2770,6,Rain,12,37,100,1013,15,26,19,9,82,1011,12,11,13,7,59,1009,9,5,"0,25",199
1000,25/05/2016,0,1,0,Hyper Market,General,326,7,531,5905,9643,17130,2770,6,Rain,12,39,100,1015,11,31,29,7,80,1011,10,12,14,5,59,1008,9,10,"4,06",285
1000,26/05/2016,0,1,0,Hyper Market,General,326,7,512,5812,9643,17130,2770,6,Fog-Rain-Thunderstorm,7,37,93,1014,12,31,29,6,82,1009,9,12,11,3,63,1006,6,6,"6,1",229
1000,27/05/2016,0,1,0,Hyper Market,General,326,7,534,6237,9643,17130,2770,5,Fog-Rain,4,,93,1013,12,31,19,2,70,1011,8,13,8,-3,26,1010,3,10,0,214
1000,28/05/2016,0,1,0,Hyper Market,General,326,7,521,5785,9643,17130,2770,5,Fog-Rain,8,,100,1014,14,31,21,3,70,1013,8,13,6,1,34,1012,1,10,"0,25",323
1000,29/05/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,7,Rain,10,,100,1014,11,23,27,7,92,1011,9,11,16,5,77,1010,7,8,"18,03",240
1000,30/05/2016,0,1,1,Hyper Market,General,326,7,630,8495,9643,17130,2770,6,Rain,9,42,94,1011,19,31,26,7,69,1010,13,12,18,3,26,1008,8,10,"0,51",226
1000,31/05/2016,0,1,1,Hyper Market,General,326,7,681,8908,9643,17130,2770,1,Fog,11,27,100,1009,22,31,29,8,62,1004,14,14,6,4,22,1000,7,10,0,71
1000,01/06/2016,0,1,1,Hyper Market,General,326,7,681,8878,9643,17130,2770,7,Fog-Rain,11,,100,1006,12,19,27,9,86,1002,10,11,18,7,65,1000,8,6,"5,08",231
1000,02/06/2016,1,0,1,Hyper Market,General,326,7,0,0,9643,17130,2770,6,Fog-Rain,9,,100,1008,18,18,14,7,71,1007,13,9,8,5,35,1006,8,5,"3,05",253
1000,03/06/2016,0,1,1,Hyper Market,General,326,7,821,11960,9643,17130,2770,7,Rain,13,61,94,1007,18,31,42,11,77,1004,14,12,19,8,51,1001,11,6,"4,06",327
1000,04/06/2016,0,1,0,Hyper Market,General,326,7,613,7600,9643,17130,2770,6,Rain,12,52,94,1017,17,31,34,11,77,1012,14,12,21,9,57,1007,13,10,0,310
1000,05/06/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,6,,9,42,77,1025,18,26,23,5,54,1021,13,11,16,1,27,1018,9,10,0,330
1000,06/06/2016,0,1,1,Hyper Market,General,326,7,744,9915,9643,17130,2770,5,,6,34,66,1027,18,10,23,3,47,1025,13,10,13,2,23,1023,9,10,0,14
1000,07/06/2016,0,1,1,Hyper Market,General,326,7,671,8727,9643,17130,2770,1,,10,,71,1024,21,10,23,7,54,1021,15,10,16,4,29,1018,9,10,0,24
1000,08/06/2016,0,1,1,Hyper Market,General,326,7,658,8104,9643,17130,2770,3,Fog,13,,94,1020,23,31,19,10,61,1018,17,13,10,7,34,1017,10,10,0,63
1000,09/06/2016,0,1,1,Hyper Market,General,326,7,651,7924,9643,17130,2770,1,,10,,76,1021,25,10,16,8,48,1019,18,10,11,4,20,1018,11,10,0,32
1000,10/06/2016,0,1,1,Hyper Market,General,326,7,633,7641,9643,17130,2770,1,,14,,88,1021,26,31,23,12,57,1019,19,13,10,9,27,1017,12,10,0,45
1000,11/06/2016,0,1,0,Hyper Market,General,326,7,548,6092,9643,17130,2770,3,Fog-Rain-Hail-Thunderstorm,19,,100,1019,26,31,23,14,69,1015,20,15,10,12,34,1011,14,5,"35,05",51
1000,12/06/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,5,Fog-Rain-Thunderstorm,16,,100,1012,21,31,21,14,83,1010,17,13,10,13,57,1008,14,2,"9,91",10
1000,13/06/2016,0,1,0,Hyper Market,General,326,7,626,7211,9643,17130,2770,6,Fog-Rain,15,,100,1015,20,31,21,13,81,1010,17,12,10,11,59,1008,13,7,"2,03",354
1000,14/06/2016,0,1,0,Hyper Market,General,326,7,558,6023,9643,17130,2770,5,Rain,14,,100,1019,22,26,14,11,68,1017,18,9,6,6,26,1015,13,6,0,230
1000,15/06/2016,0,1,0,Hyper Market,General,326,7,564,6428,9643,17130,2770,6,Rain,15,29,100,1021,23,31,18,13,73,1019,17,14,6,10,49,1018,11,10,0,183
1000,16/06/2016,0,1,0,Hyper Market,General,326,7,583,6262,9643,17130,2770,6,Rain,17,63,100,1019,27,10,34,15,68,1016,21,10,11,11,34,1011,14,10,"7,11",215
1000,17/06/2016,0,1,0,Hyper Market,General,326,7,630,6402,9643,17130,2770,4,Rain,13,,100,1023,19,31,23,9,68,1020,15,11,13,6,34,1017,11,10,0,188
1000,18/06/2016,0,1,0,Hyper Market,General,326,7,665,6780,9643,17130,2770,6,,14,,94,1018,22,10,32,11,66,1015,17,10,13,8,36,1014,11,10,0,223
1000,19/06/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,5,Fog,11,37,88,1018,24,10,18,9,56,1016,18,10,10,7,23,1014,11,10,0,209
1000,20/06/2016,0,1,1,Hyper Market,General,326,7,767,8518,9643,17130,2770,5,Rain,20,,78,1015,32,10,16,14,54,1013,23,10,10,10,28,1010,15,10,0,50
1000,21/06/2016,0,1,1,Hyper Market,General,326,7,723,7965,9643,17130,2770,1,,20,,94,1016,33,31,21,18,61,1014,26,25,6,16,26,1012,19,10,0,31
1000,22/06/2016,0,1,1,Hyper Market,General,326,7,658,6961,9643,17130,2770,,Rain,21,34,74,1015,35,31,21,19,53,1011,29,31,13,16,24,1008,22,31,0,46
1000,23/06/2016,0,1,1,Hyper Market,General,326,7,628,6712,9643,17130,2770,4,Rain-Thunderstorm,22,85,100,1014,27,31,58,19,71,1011,21,11,11,14,48,1009,16,6,"7,87",302
1000,24/06/2016,0,1,1,Hyper Market,General,326,7,690,8111,9643,17130,2770,4,Rain-Thunderstorm,16,48,100,1018,23,31,34,13,70,1015,19,11,21,10,40,1012,15,10,0,212
1000,25/06/2016,0,1,0,Hyper Market,General,326,7,630,6336,9643,17130,2770,4,Rain,14,39,94,1019,23,31,29,12,68,1016,18,10,14,11,40,1013,13,10,0,207
1000,26/06/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,5,Rain,13,58,82,1017,21,10,39,10,59,1014,18,10,23,7,34,1013,15,10,0,216
1000,27/06/2016,0,1,0,Hyper Market,General,326,7,624,7074,9643,17130,2770,6,Rain,11,,82,1023,19,19,32,10,67,1020,16,10,16,9,45,1017,13,10,0,254
1000,28/06/2016,0,1,0,Hyper Market,General,326,7,527,6082,9643,17130,2770,6,Rain,11,,88,1027,18,31,26,9,67,1025,15,11,14,4,40,1023,12,10,0,311
1000,29/06/2016,0,1,0,Hyper Market,General,326,7,530,6409,9643,17130,2770,6,,8,35,76,1029,17,10,21,6,58,1028,13,10,10,4,34,1027,9,10,0,300
1000,30/06/2016,0,1,0,Hyper Market,General,326,7,591,7044,9643,17130,2770,6,Rain,12,26,94,1027,16,26,14,10,83,1024,13,10,6,8,58,1022,11,8,"4,06",186
1000,01/07/2016,0,1,0,Hyper Market,General,326,7,665,9070,9643,17130,2770,6,Fog-Rain,11,27,100,1023,18,31,16,9,72,1021,14,12,8,7,43,1020,10,10,0,218
1000,02/07/2016,0,1,0,Hyper Market,General,326,7,628,8332,9643,17130,2770,6,Rain,17,48,100,1024,21,31,29,12,74,1019,17,10,14,8,42,1015,13,5,"5,08",254
1000,03/07/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,4,,11,34,100,1025,21,26,19,8,62,1023,14,12,6,5,31,1021,7,10,0,252
1000,04/07/2016,0,1,1,Hyper Market,General,326,7,730,8876,9643,17130,2770,5,,14,42,94,1022,25,31,19,12,64,1019,18,12,8,9,31,1015,11,10,0,205
1000,05/07/2016,0,1,1,Hyper Market,General,326,7,690,8923,9643,17130,2770,6,Fog,14,27,88,1017,26,31,19,13,60,1015,20,11,8,10,27,1012,14,10,0,204
1000,06/07/2016,0,1,1,Hyper Market,General,326,7,666,9330,9643,17130,2770,7,Rain-Thunderstorm,18,39,100,1016,19,31,23,16,85,1011,18,13,10,13,60,1009,17,10,"6,1",207
1000,07/07/2016,0,1,1,Hyper Market,General,326,7,717,9379,9643,17130,2770,5,Fog-Rain,17,,100,1025,25,31,21,14,73,1020,20,11,6,12,36,1016,16,10,0,241
1000,08/07/2016,0,1,1,Hyper Market,General,326,7,735,9542,9643,17130,2770,5,,15,,94,1029,24,31,16,14,68,1027,20,13,6,13,46,1025,16,10,0,318
1000,09/07/2016,0,1,0,Hyper Market,General,326,7,535,6463,9643,17130,2770,2,,16,,88,1029,27,31,21,14,61,1028,21,15,13,12,32,1026,16,10,0,35
1000,10/07/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,1,,15,39,82,1029,28,31,26,12,52,1028,22,15,14,9,21,1027,17,10,0,27
1000,11/07/2016,0,1,0,Hyper Market,General,326,7,632,7074,9643,17130,2770,1,,13,39,72,1030,28,10,24,12,50,1028,22,10,14,11,27,1026,16,10,0,33
1000,12/07/2016,0,1,0,Hyper Market,General,326,7,555,6030,9643,17130,2770,2,,14,40,77,1027,28,10,21,13,51,1023,22,10,13,11,27,1020,17,10,0,33
1000,13/07/2016,0,1,0,Hyper Market,General,326,7,543,6373,9643,17130,2770,4,,15,37,78,1021,27,31,23,13,53,1019,23,17,14,8,23,1016,18,10,0,23
1000,14/07/2016,0,1,0,Hyper Market,General,326,7,525,6115,9643,17130,2770,3,,12,,72,1021,23,10,24,9,54,1020,18,10,16,7,27,1019,12,10,0,22
1000,15/07/2016,0,1,0,Hyper Market,General,326,7,552,6364,9643,17130,2770,2,,12,,88,1022,24,31,19,9,56,1021,18,18,10,7,25,1019,11,10,0,12
1000,16/07/2016,0,1,0,Hyper Market,General,326,7,520,6219,9643,17130,2770,1,,12,,82,1022,26,31,21,11,53,1021,19,22,13,8,23,1020,13,10,0,11
1000,17/07/2016,0,0,0,Hyper Market,General,326,7,0,0,9643,17130,2770,,,14,35,82,1023,27,31,21,11,53,1022,20,31,13,9,24,1020,13,31,0,360
1000,18/07/2016,0,1,1,Hyper Market,General,326,7,714,9997,9643,17130,2770,4,,13,,82,1023,27,31,16,11,55,1022,21,18,10,9,22,1021,14,10,0,14
1000,19/07/2016,0,1,1,Hyper Market,General,326,7,668,8872,9643,17130,2770,6,,13,,94,1024,28,31,16,11,53,1022,21,22,6,9,21,1021,14,10,0,64
1000,20/07/2016,0,1,1,Hyper Market,General,326,7,645,8416,9643,17130,2770,,,13,32,77,1023,29,31,19,11,48,1022,22,30,11,6,15,1020,16,26,0,28
1000,21/07/2016,0,1,1,Hyper Market,General,326,7,599,7242,9643,17130,2770,6,,15,37,68,1023,30,10,26,13,45,1022,25,10,18,11,21,1020,20,10,0,28
